"id","name","type","address","city","postcode","lat","lon","website","phone","opening_hours","price_tier","avg_rating","suggested_duration","tags","image_url","description_short","description_long","description_last_generated","review_count_at_generation"
1,"British Museum","Museum","Great Russell St","London","WC1B 3DG",51.5194,-0.127,"https://www.britishmuseum.org","+44 20 7323 8299","10:00-17:00",1,4.8,180,"History;Rainy Day;Family","https://plus.unsplash.com/premium_photo-1661925387774-b1ba6b7bb0ad?q=80&w=1161&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D","World-famous museum of human history and culture.","World-famous museum of human history and culture.","2026-04-08 08:49:47",0
253,"Digbeth Dining Club","Food","Digbeth","Birmingham","B5 6DY",52.4755,-1.8836,"https://digbethdiningclub.com","+44 121 270 0580","Event dependent",2,4.7,120,"street food,independent","","Popular street food events venue.","","",0
254,"The Glee Club Birmingham","Entertainment","Arcadian Centre","Birmingham","B5 4TD",52.4748,-1.8976,"https://www.glee.co.uk","+44 121 622 4822","Event dependent",2,4.6,150,"comedy,nightlife","","Well-known comedy and live entertainment club.","","",0
255,"Cannon Hill Park","Park","Russell Rd","Birmingham","B13 8RD",52.4478,-1.8926,"https://www.birmingham.gov.uk","+44 121 464 7878","Always open",1,4.6,120,"park,nature","","Large park with lakes and walking routes.","","",0
256,"Flight Club Birmingham","Entertainment","Temple St","Birmingham","B2 5BG",52.4791,-1.8991,"https://flightclubdarts.com","+44 20 3019 3090","12:00-23:00",2,4.7,120,"games,darts","","Social darts, food and cocktails.","","",0
257,"Social Climbing Leicester","Sport Venue","St George's Way","Leicester","LE1 1SH",52.636,-1.1349,"https://www.socialclimbing.co.uk","+44 116 216 0550","09:00-22:00",2,4.8,120,"climbing,indoor","","Indoor bouldering and climbing centre.","","",0
258,"Boom Battle Bar Leicester","Entertainment","Highcross St","Leicester","LE1 4AN",52.6371,-1.1338,"https://boombattlebar.com","+44 20 8016 7990","12:00-23:00",2,4.6,120,"axe throwing,games","","Axe throwing, crazy golf and competitive games.","","",0
260,"Fosse Park","Shopping","Fosse Park Ave","Leicester","LE19 1UT",52.5826,-1.2315,"https://www.fossepark.co.uk","+44 116 282 7590","10:00-20:00",2,5.0,150,"shopping;outlet;FoodHall;busy","https://visitleicester.info/wp-content/uploads/2025/04/fosse-park.jpg","Large out-of-town retail park.","Fosse Park Retail Park in Leicester is a sprawling out-of-town destination, a major hub for shopping and leisure. It’s a large complex offering a diverse range of retail experiences, including a popular outlet section, a dedicated FoodHall with numerous dining options, and a wide selection of mainstream stores. The park consistently draws a busy crowd, creating a vibrant and energetic atmosphere that visitors often enjoy. Many guests appreciate the convenience and variety found at Fosse Park, and it’s not uncommon for people to return for a particular sale or simply to enjoy the bustling environment. The sheer size of the retail park and the breadth of its offerings make it a worthwhile destination for a day trip or a longer shopping excursion.","2026-04-18 14:11:14",0
262,"Great Central Railway","Attraction","Great Central Rd","Loughborough","LE11 1RW",52.7723,-1.2056,"https://www.gcrailway.co.uk","+44 1509 633323","10:00-17:00",2,4.7,150,"heritage,railway","","Preserved steam railway experience.","","",0
263,"Abbey Pumping Station","Museum","Corporation Rd","Leicester","LE4 5PX",52.6597,-1.1179,"https://www.leicester.gov.uk","+44 116 299 5111","10:00-16:30",1,4.5,90,"industrial,museum","","Museum of science and technology.","","",0
264,"Leicester Market","Market","Market Place","Leicester","LE1 5GG",52.6349,-1.1342,"https://www.leicestermarket.co.uk","+44 116 454 4500","09:00-17:00",1,4.4,90,"market,food","","Large open-air food and produce market.","","",0
265,"Watermead Country Park","Nature","Wanlip Rd","Leicester","LE4 4JS",52.6724,-1.1026,"https://www.leicestershire.gov.uk","+44 116 305 0001","Always open",1,4.7,120,"nature,lakes","","Country park with lakes and trails.","","",0
267,"Tenpin Nottingham","Entertainment","Clifton Blvd","Nottingham","NG7 2TU",52.9464,-1.1737,"https://www.tenpin.co.uk","+44 115 979 2999","10:00-00:00",2,4.5,120,"bowling,arcade","","Bowling, arcade and food venue.","","",0
268,"The Dice Cup","Entertainment","Mansfield Rd","Nottingham","NG1 3FN",52.9576,-1.1472,"https://www.thedicecup.co.uk","+44 115 837 0753","12:00-23:00",1,4.8,120,"board games,cafe","","Board game cafÃ© with extensive library.","","",0
269,"Sherwood Forest","Nature","Sherwood Forest","Nottingham","NG21 9HN",53.205,-1.067,"https://www.visitsherwood.co.uk","+44 1623 823202","Always open",1,4.7,180,"forest,legend","","Legendary forest of Robin Hood.","","",0
270,"Lincoln Castle","Castle","Castle Hill","Lincoln","LN1 3AA",53.2341,-0.539,"https://www.lincolncastle.com","+44 1522 782040","10:00-16:00",2,4.6,120,"castle,history","","Norman castle with Magna Carta.","","",0
271,"Steep Hill","Attraction","Steep Hill","Lincoln","LN2",53.2346,-0.5374,"https://www.visitlincoln.com","+44 1522 530120","Always open",1,4.5,45,"street,heritage","","Historic cobbled street with shops.","","",0
272,"Delapre Abbey","Attraction","DelaprÃ© Abbey","Northampton","NN4 8AW",52.2219,-0.8836,"https://www.delapreabbey.org","+44 1604 750005","10:00-17:00",1,4.6,90,"abbey,history","","Historic abbey and parkland.","","",0
273,"Tenpin Northampton","Entertainment","Sixfields","Northampton","NN5 5QJ",52.2478,-0.9396,"https://www.tenpin.co.uk","+44 1604 756667","10:00-00:00",2,4.4,120,"bowling,arcade","","Bowling and entertainment venue.","","",0
275,"Royal Shakespeare Theatre","Theatre","Waterside","Stratford-upon-Avon","CV37 6BB",52.191,-1.706,"https://www.rsc.org.uk","+44 1789 331111","Event dependent",2,4.8,150,"theatre,arts","","Flagship theatre of the Royal Shakespeare Company.","","",0
276,"Anne Hathaway's Cottage","Attraction","Shottery","Stratford-upon-Avon","CV37 9HH",52.1834,-1.7243,"https://www.shakespeare.org.uk","+44 1789 204016","10:00-17:00",2,4.6,90,"cottage,history","","Thatched cottage home of Shakespeare's wife.","","",0
277,"The Lincoln Hotel","Hotel","Eastgate","Lincoln","LN2 1PN",53.234,-0.5372,"https://www.thelincolnhotel.com","","24h",3,4.2,720,"hotel;stay;accommodation","","Hotel directly opposite Lincoln Cathedral with city views.","","",0
278,"White Hart Hotel","Hotel","Bailgate","Lincoln","LN1 3AR",53.2346,-0.5378,"https://www.whitehart-lincoln.co.uk","","24h",3,4.1,720,"hotel;stay;accommodation","","Historic hotel located in Lincolnâ€™s Cathedral Quarter.","","",0
279,"Royal Crescent","Attraction","Royal Crescent","Bath","BA1 2LR",51.3839,-2.3601,"https://www.royalcrescent.co.uk","+44 1225 428126","Exterior view",1,4.7,60,"georgian,architecture","","Iconic crescent of Georgian townhouses.","The Royal Crescent in Bath is an unforgettable sight, a sweeping crescent of thirty terraced townhouses constructed in the late 18th century. This iconic example of Georgian architecture is truly remarkable, showcasing the elegance and precision of the period’s design. Visitors often find themselves captivated by the symmetry and scale of the crescent, imagining the lives of those who once resided within its grand homes. The Royal Crescent offers a palpable sense of history and grandeur, and many guests come back for the atmosphere. Strolling along the paved lawn, admiring the meticulously maintained facades, and exploring the Royal Crescent Museum provides a fascinating glimpse into Bath’s past. It’s a place where the beauty of Georgian design and the charm of a historic city converge, creating a truly special experience.","2026-04-19 13:02:23",0
280,"Prior Park Landscape Garden","Nature","Ralph Allen Dr","Bath","BA2 5LB",51.3676,-2.3548,"https://www.nationaltrust.org.uk","+44 344 249 1895","10:00-17:00",1,4.6,120,"garden,views","","18th-century landscaped garden with views.","","",0
281,"Washingborough Hall Hotel","Hotel","Church Hill Washingborough","Lincoln"," LN4 1BE",53.2139,-0.4906,"https://www.washingboroughhall.com","01522528086","Varies",3,4.6,720,"hotel;historic","","Elegant country house hotel located just outside Lincoln.","","",0
282,"Bourton-on-the-Water","Attraction","High St","Bourton-on-the-Water","GL54 2AF",51.884,-1.76,"https://www.cotswolds.com","+44 1451 820654","Always open",1,4.6,90,"village,cotswolds","","Picturesque Cotswold village with bridges.","Bourton-on-the-Water is a truly picturesque Cotswold village, instantly captivating with its charming bridges gracefully spanning the River Windrush. This delightful village offers a quintessential English experience, and while it can be a little busy during peak season, the gorgeous location and tranquil atmosphere more than compensate. Overall, it’s a wonderful spot to spend an afternoon exploring, soaking up the beauty of the Cotswolds and enjoying a slice of idyllic village life.","2026-04-08 12:34:27",1
283,"Brighton Royal Pavilion","Attraction","4/5 Pavilion Buildings","Brighton","BN1 1EE",50.8225,-0.1372,"https://brightonmuseums.org.uk","+44 300 029 2233","10:00-17:15",2,4.6,120,"palace,exotic","","Regency palace with Indo-Saracenic design.","The Brighton Royal Pavilion is a truly remarkable and unforgettable sight. This Regency palace, built as a seaside retreat for the Prince Regent, boasts an incredibly exotic design, blending European architectural styles with influences from India, the Middle East, and China – a unique Indo-Saracenic fusion. Visitors are immediately struck by its opulent interiors, shimmering mosaics, and the sheer scale of the building, creating a sense of stepping into a fantastical, almost dreamlike world. Many guests describe the Pavilion as a place of wonder and enchantment, noting how the vibrant colors, intricate details, and unusual layout contribute to a captivating atmosphere. It’s a popular destination where visitors often find themselves returning to experience its grandeur and absorb the palace’s rich and layered history.","2026-04-17 16:53:25",0
284,"North Laine","Shopping","North Laine","Brighton","BN1",50.825,-0.136,"https://www.visitbrighton.com","+44 1273 292716","Always open",1,4.5,120,"independent,shopping","","Independent shops and cafes area.","","",0
285,"Escape Leicester","Entertainment","Horsefair House, Horsefair Street","Leicester","LE1 5BP",52.6359,-1.1369,"https://www.escape-leicester.co.uk","0208 222 6660","10:00-22:00",2,5.0,90,"escape room,games","https://static.where-e.com/United_Kingdom/Escape-Leicester-Live-Escape-Rooms_535d8677bc96c52cd271fcfa01b7a01b.jpg","Escape room experiences in central Leicester.","Escape Leicester offers thrilling escape room experiences right in the heart of Leicester. Located centrally, the venue provides a fantastic opportunity for groups to test their teamwork and problem-solving skills within immersive themed rooms. Visitors often find themselves captivated by the detailed sets and challenging puzzles that await, making for an exciting and memorable afternoon. The games at Escape Leicester consistently receive positive feedback, with many guests commenting on the high quality of the design and the engaging narratives. It’s a popular destination for birthdays, corporate events, and simply a fun day out, and visitors often find themselves returning to tackle a new challenge or revisit a favorite room.","2026-04-19 17:19:11",0
286,"Game of Throwing Leicester","Entertainment","21 Hotel Street","Leicester","LE1 5AW",52.6354,-1.1352,"https://www.gameofthrowing.co.uk/game-of-throwing-leicester","0116 410 5013","12:00-22:00",2,4.6,90,"axe throwing,games","","Axe throwing venue with coached sessions.","Game of Throwing Leicester offers a thrilling and unique experience for visitors seeking a memorable activity. This axe throwing venue provides expertly coached sessions where participants can learn the basics and safely unleash their inner Viking. Guests consistently report enjoying the challenge of hitting the target, with a variety of games available to suit different skill levels and group sizes. Many visitors often find themselves returning to Game of Throwing Leicester for the lively atmosphere and the sheer fun of it all. It’s a fantastic way to spend an evening with friends or colleagues, and the skilled instructors ensure everyone feels comfortable and confident throughout their session.","2026-04-19 20:00:35",0
287,"Caddyshackers","Entertainment","17-25 East Street","Leicester","LE1 6NB",52.6328,-1.131,"https://caddyshackers.co.uk","","10:00-23:00",2,4.5,90,"crazy golf,bar","","Crazy golf and social games in East Street Lanes.","","",0
288,"The Circus","Attraction","The Circus","Bath","BA1 2ET",51.3847,-2.3606,"https://visitbath.co.uk","","Always open",1,4.7,45,"georgian,architecture","","Georgian architectural landmark of three curved terraces.","","",0
289,"Pulteney Bridge","Attraction","Bridge Street","Bath","BA2 4AT",51.3852,-2.3578,"https://visitbath.co.uk","","Always open",1,4.7,45,"bridge,architecture","","Historic bridge lined with shops over the River Avon.","","",0
290,"Holburne Museum","Museum","Great Pulteney Street","Bath","BA2 4DB",51.3866,-2.3535,"https://www.holburne.org","+44 1225 388569","10:00-17:00",1,4.5,90,"art,museum","","Museum of fine and decorative arts.","","",0
291,"Castle View Indian Cuisine","Restaurant","6 Castle Hill","Lincoln","LN1 3AA",53.2343,-0.5388,"https://castleviewindian.co.uk","","Varies",3,4.4,90,"restaurant;indian","","Indian restaurant located near Lincoln Castle.","Castle View Indian Cuisine offers a delightful dining experience just a stone’s throw from the historic Lincoln Castle. This popular Indian restaurant is a favorite among those exploring the city’s rich heritage, providing a warm and inviting space to savor authentic Indian flavors. Visitors often find themselves drawn to its convenient location and the promise of a delicious meal. Many guests come back for the flavorful dishes and the comfortable atmosphere. The restaurant consistently receives positive feedback for its attentive service and the quality of its food, making it a memorable stop for anyone seeking a satisfying Indian meal in Lincoln.","2026-04-21 12:40:15",0
292,"Dover Castle","Castle","Castle Hill Road","Dover","CT16 1HU",51.129,1.322,"https://www.english-heritage.org.uk","","10:00-17:00",2,4.6,180,"castle,history","","Medieval fortress with dramatic coastal views.","","",0
293,"The Bronze Pig","Restaurant","4 Burton Road","Lincoln","LN1 3LB",53.2362,-0.5413,"https://www.thebronzepig.co.uk","","Varies",4,4.7,120,"restaurant;fine-dining","","Highly rated British fine dining restaurant.","The Bronze Pig in Lincoln is a celebrated British fine-dining restaurant, consistently earning high praise for its exceptional cuisine and sophisticated atmosphere. Visitors often describe it as a truly special occasion destination, noting the impeccable service and beautifully presented dishes. The restaurant’s focus on seasonal ingredients and expertly crafted menus creates a memorable culinary experience, appealing to those seeking a refined and upscale meal. Many guests come back for the warm and inviting ambiance, appreciating the restaurant’s elegant décor and the overall feeling of understated luxury. It’s a place where conversation flows easily and the quality of the food and service elevates the entire evening, making The Bronze Pig a firm favorite among discerning diners in Lincoln.","2026-04-21 12:38:08",0
294,"Lawson's Bar & Bistro","Restaurant","8 Castle Hill","Lincoln","LN1 3AA",53.2344,-0.5387,"https://lawsonsbarbistro.co.uk","","Varies",3,4.5,90,"restaurant;bistro","","Contemporary British bistro near Lincoln Castle.","Lawson’s Bar & Bistro offers a stylish and contemporary dining experience just a stone’s throw from the historic Lincoln Castle. This restaurant and bistro seamlessly blends modern British cuisine with a relaxed, inviting atmosphere, making it a popular choice for both locals and visitors. Situated in a convenient location, it’s easy to combine a meal with a stroll through the city’s impressive medieval walls. Many guests appreciate the quality of the food and the warm, welcoming ambiance. Visitors often find themselves returning for the consistently good food and the comfortable setting, creating a truly enjoyable evening out. Lawson’s is a well-regarded spot for a delicious meal and a memorable Lincoln experience.","2026-04-21 12:39:38",0
